GRAVEDAD,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIOS_CORREGIMIENTO_VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,HIPOTESIS,CONDICION_DE_LA_VICTIMA,CLASE_DE_SINIESTRO,LESIONADO,HOMICIDIOS,CLINICA,SITIO,CLASE_DE_VEHICULO,MARCA,MATRICULA,TIPO_DE_SERVICIO,EMPRESA, , .1
HERIDOS,02/28/2020 12:00:00 AM,2020,1899-12-31T05:00:00.000,MADRUGADA,5_VIERNES,SEMBRADOR,CALLE 18 CARRERA 21,URBANA,TECNICO,3.51689,-76.2934,DESOBEDECER SEÑAL,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,BAJAJ,FLORENCIA,PARTICULAR,NO APLICA,,
HERIDOS,02/28/2020 12:00:00 AM,2020,1899-12-31T05:00:00.000,MADRUGADA,5_VIERNES,SEMBRADOR,CALLE 18 CARRERA 21,URBANA,TECNICO,3.51689,-76.2934,DESOBEDECER SEÑAL,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
DAÑOS,02/04/2020 12:00:00 AM,2020,1899-12-31T22:30:00.000,NOCHE,2_MARTES,VERSALLE S,CARRERA 28 CALLE 42-09,URBANA,TECNICO,3.53793,-76.2975,REALIZAR MAL USO DEL CARRIL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,CALI,PARTICULAR,NO APLICA,,
DAÑOS,02/04/2020 12:00:00 AM,2020,1899-12-31T22:30:00.000,NOCHE,2_MARTES,VERSALLE S,CARRERA 28 CALLE 42-09,URBANA,TECNICO,3.53793,-76.2975,REALIZAR MAL USO DEL CARRIL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PUBLICO,UNITAX,,
DAÑOS,03/01/2020 12:00:00 AM,2020,1899-12-31T08:10:00.000,MAÑANA,7_DOMINGO,URIBE,CALLE 36 CARRERA 20,URBANA,TECNICO,3.53187,-76.29148,DESOBEDECER SEÑALES DE PARE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PUBLICO,FLOTA PALMIRA,,
DAÑOS,03/01/2020 12:00:00 AM,2020,1899-12-31T08:10:00.000,MAÑANA,7_DOMINGO,URIBE,CALLE 36 CARRERA 20,URBANA,TECNICO,3.53187,-76.29148,DESOBEDECER SEÑALES DE PARE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,03/01/2020 12:00:00 AM,2020,1899-12-31T10:00:00.000,MAÑANA,7_DOMINGO,NIÑO POBRE,CALLE 28 CARRERA 23,URBANA,TECNICO,3.52472,-76.29501,DESOBEDECER SEÑALES DE PARE,CICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,BICICLETA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA,,
HERIDOS,03/01/2020 12:00:00 AM,2020,1899-12-31T10:00:00.000,MAÑANA,7_DOMINGO,NIÑO POBRE,CALLE 28 CARRERA 23,URBANA,TECNICO,3.52472,-76.29501,DESOBEDECER SEÑALES DE PARE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,BUS,CHEVROLET,CAICEDONIA,PUBLICO,LINEAS UNIVERSITARIAS,,
HERIDOS,03/01/2020 12:00:00 AM,2020,1899-12-31T11:00:00.000,MAÑANA,7_DOMINGO,SANTA ANA,CALE 35 CARRERA 45,URBANA,TECNICO,3.53215,-76.31597,TANSITAR EN CONTRA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA,,
HERIDOS,03/01/2020 12:00:00 AM,2020,1899-12-31T11:00:00.000,MAÑANA,7_DOMINGO,SANTA ANA,CALE 35 CARRERA 45,URBANA,TECNICO,3.53215,-76.31597,TANSITAR EN CONTRA VIA,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,HONDA,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,03/01/2020 12:00:00 AM,2020,1899-12-31T11:00:00.000,MAÑANA,7_DOMINGO,SANTA ANA,CALE 35 CARRERA 45,URBANA,TECNICO,3.53215,-76.31597,TANSITAR EN CONTRA VIA,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,03/01/2020 12:00:00 AM,2020,1899-12-31T12:40:00.000,TARDE,7_DOMINGO,POBLADO,CALLE 44 CARRERAS 17-19,URBANA,TECNICO,3.53868,-76.2895,NO RESPETAR PRELACION,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,YAMAHA,CALI,PARTICULAR,NO APLICA,,
HERIDOS,03/01/2020 12:00:00 AM,2020,1899-12-31T12:40:00.000,TARDE,7_DOMINGO,POBLADO,CALLE 44 CARRERAS 17-19,URBANA,TECNICO,3.53868,-76.2895,NO RESPETAR PRELACION,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,03/01/2020 12:00:00 AM,2020,1899-12-31T17:10:00.000,TARDE,7_DOMINGO,PRIMERO DE MAYO,CALLE 41 CARRERA 9,URBANA,TECNICO,3.53629,-76.28233,DESOBEDECER SEÑALES DE PARE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,03/01/2020 12:00:00 AM,2020,1899-12-31T17:10:00.000,TARDE,7_DOMINGO,PRIMERO DE MAYO,CALLE 41 CARRERA 9,URBANA,TECNICO,3.53629,-76.28233,DESOBEDECER SEÑALES DE PARE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,HERO,FLORIDA,PARTICULAR,NO APLICA,,
HERIDOS,03/02/2020 12:00:00 AM,2020,1899-12-31T13:10:00.000,TARDE,1_LUNES,CENTRO,CALLE 29 CARRERA 31,URBANA,TECNICO,3.52651,-76.30181,SEMAFORO EN ROJO,CONDUCTOR,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA,,
HERIDOS,03/02/2020 12:00:00 AM,2020,1899-12-31T13:10:00.000,TARDE,1_LUNES,CENTRO,CALLE 29 CARRERA 31,URBANA,TECNICO,3.52651,-76.30181,SEMAFORO EN ROJO,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,HONDA,BOGOTA,PARTICULAR,NO APLICA,,
DAÑOS,03/03/2020 12:00:00 AM,2020,1899-12-31T10:00:00.000,MAÑANA,2_MARTES,SEMBRADOR,CALLE 18 CARRERA 19-121,URBANA,TECNICO,3.51683,-76.29132,CAMBIO DE CARRIL CON O SIN INDICACION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,NISSAN,PALMIRA,OFICIAL,NO APLICA,,
DAÑOS,03/03/2020 12:00:00 AM,2020,1899-12-31T10:00:00.000,MAÑANA,2_MARTES,SEMBRADOR,CALLE 18 CARRERA 19-121,URBANA,TECNICO,3.51683,-76.29132,CAMBIO DE CARRIL CON O SIN INDICACION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CANDELARIA,PARTICULAR,NO APLICA,,
DAÑOS,03/02/2020 12:00:00 AM,2020,1899-12-31T19:40:00.000,NOCHE,1_LUNES,SANTA RITA,CALLE 39 CARRERA 27-75,URBANA,TECNICO,3.53551,-76.29696,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMPERO,SUZUKI,GUACARI,PARTICULAR,NO APLICA,,
DAÑOS,03/02/2020 12:00:00 AM,2020,1899-12-31T19:40:00.000,NOCHE,1_LUNES,SANTA RITA,CALLE 39 CARRERA 27-75,URBANA,TECNICO,3.53551,-76.29696,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMION,CHEVROLET,SABANETA,PUBLICO,NO APLICA,,
DAÑOS,03/03/2020 12:00:00 AM,2020,1899-12-31T13:20:00.000,TARDE,2_MARTES,NUEVO,CARRERA 31 CALLE 26,URBANA,TECNICO,3.52396,-76.30225,DESOBEDECER SEÑALES DE PARE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,RENAULT,CALI,PARTICULAR,NO APLICA,,
DAÑOS,03/03/2020 12:00:00 AM,2020,1899-12-31T13:20:00.000,TARDE,2_MARTES,NUEVO,CARRERA 31 CALLE 26,URBANA,TECNICO,3.52396,-76.30225,DESOBEDECER SEÑALES DE PARE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,BAJAJ,MANIZALEZ,PARTICULAR,NO APLICA,,
HERIDOS,03/02/2020 12:00:00 AM,2020,1899-12-31T15:30:00.000,TARDE,1_LUNES,ZAMORANO,CARRERA 28 CALLE 69-80,URBANA,TECNICO,3.5562,-76.29166,NO RESPETAR PRELACION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,BUSETA,IVECO,PALMIRA,PUBLICO,PALMIRANA,,
HERIDOS,03/02/2020 12:00:00 AM,2020,1899-12-31T15:30:00.000,TARDE,1_LUNES,ZAMORANO,CARRERA 28 CALLE 69-80,URBANA,TECNICO,3.5562,-76.29166,NO RESPETAR PRELACION,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,YAMAHA,ITAGUI,PARTICULAR,NO APLICA,,
HERIDOS,03/02/2020 12:00:00 AM,2020,1899-12-31T15:30:00.000,TARDE,1_LUNES,ZAMORANO,CARRERA 28 CALLE 69-80,URBANA,TECNICO,3.5562,-76.29166,NO RESPETAR PRELACION,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,03/04/2020 12:00:00 AM,2020,1899-12-31T05:50:00.000,MADRUGADA,2_MARTES,CAMPESTRE,CALLE 42 CARRERA 13-40,URBANA,TECNICO,3.53703,-76.28624,NO ESTAR PENDIENTE DE LA VIA,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,TVS,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,03/04/2020 12:00:00 AM,2020,1899-12-31T05:50:00.000,MADRUGADA,2_MARTES,CAMPESTRE,CALLE 42 CARRERA 13-40,URBANA,TECNICO,3.53703,-76.28624,NO ESTAR PENDIENTE DE LA VIA,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,CALI,PARTICULAR,NO APLICA,,
DAÑOS,03/04/2020 12:00:00 AM,2020,1899-12-31T10:30:00.000,MAÑANA,3_MIERCOLES,COLOMBIA,CALLE 33 CARRERA 29,URBANA,TECNICO,3.53046,-76.29928,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,RENAULT,CALI,PARTICULAR,NO APLICA,,
DAÑOS,03/04/2020 12:00:00 AM,2020,1899-12-31T10:30:00.000,MAÑANA,3_MIERCOLES,COLOMBIA,CALLE 33 CARRERA 29,URBANA,TECNICO,3.53046,-76.29928,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,CALI,PARTICULAR,NO APLICA,,
DAÑOS,03/03/2020 12:00:00 AM,2020,1899-12-31T18:30:00.000,NOCHE,2_MARTES,ALTAMIRA,CALLE 47 CARRERA 25-08,URBANA,TECNICO,3.54245,-76.29331,REVERSO IMPRUDENTE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,FORD,CALI,PARTICULAR,NO APLICA,,
DAÑOS,03/03/2020 12:00:00 AM,2020,1899-12-31T18:30:00.000,NOCHE,2_MARTES,ALTAMIRA,CALLE 47 CARRERA 25-08,URBANA,TECNICO,3.54245,-76.29331,REVERSO IMPRUDENTE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,NISSAN,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,03/05/2020 12:00:00 AM,2020,1899-12-31T07:20:00.000,MAÑANA,4_JUEVES,EMILIA,CALLE 36 CARRERA 36,URBANA,TECNICO,3.53393,-76.30657,DESOBEDECER SEÑALES DE PARE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,CALI,PARTICULAR,NO APLICA,,
HERIDOS,03/05/2020 12:00:00 AM,2020,1899-12-31T07:20:00.000,MAÑANA,4_JUEVES,EMILIA,CALLE 36 CARRERA 36,URBANA,TECNICO,3.53393,-76.30657,DESOBEDECER SEÑALES DE PARE,MOTOCICLISTA,CHOQUE,1,NO APLICA,FRACTURAS,NO APLICA,MOTO,BAJAJ,CALI,PARTICULAR,NO APLICA,,
DAÑOS,03/04/2020 12:00:00 AM,2020,1899-12-31T17:30:00.000,TARDE,3_MIERCOLES,VERSALLE S,CALLE 42 CARRERA 29-28,URBANA,TECNICO,3.53811,-76.2983,CAMBIO DE CARRIL CON O SIN INDICACION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMION,CHEVROLET,BOGOTA,PUBLICO,NO APLICA,,
DAÑOS,03/04/2020 12:00:00 AM,2020,1899-12-31T17:30:00.000,TARDE,3_MIERCOLES,VERSALLE S,CALLE 42 CARRERA 29-28,URBANA,TECNICO,3.53811,-76.2983,CAMBIO DE CARRIL CON O SIN INDICACION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,BMW,BOGOTA,PARTICULAR,NO APLICA,,
HERIDOS,03/05/2020 12:00:00 AM,2020,1899-12-31T15:00:00.000,TARDE,4_JUEVES,BIZERTA,CALLE 36 CARRERA 20,URBANA,TECNICO,3.53188,-76.29149,GIRAR BRUSCAMENTE,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,03/05/2020 12:00:00 AM,2020,1899-12-31T15:00:00.000,TARDE,4_JUEVES,BIZERTA,CALLE 36 CARRERA 20,URBANA,TECNICO,3.53188,-76.29149,GIRAR BRUSCAMENTE,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,AYCO,PRADERA,PARTICULAR,NO APLICA,,
DAÑOS,03/05/2020 12:00:00 AM,2020,1899-12-31T17:50:00.000,TARDE,4_JUEVES,CENTRO,CARRRA 32 CALLE 30-45,URBANA,TECNICO,3.52791,-76.30239,NO MANTENER DISTANCIA DE SEGURIDAD,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,POPAYAN,PARTICULAR,NO APLICA,,
DAÑOS,03/05/2020 12:00:00 AM,2020,1899-12-31T18:10:00.000,NOCHE,4_JUEVES,PALMERAS,CARRERA 1 CALLE 34-48,URBANA,TECNICO,3.52995,-76.27705,IMPERICIA EN EL MANEJO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA,,
DAÑOS,03/05/2020 12:00:00 AM,2020,1899-12-31T18:10:00.000,NOCHE,4_JUEVES,PALMERAS,CARRERA 1 CALLE 34-48,URBANA,TECNICO,3.52995,-76.27705,IMPERICIA EN EL MANEJO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HONDA,CALI,PARTICULAR,NO APLICA,,
DAÑOS,03/08/2020 12:00:00 AM,2020,1899-12-31T01:15:00.000,MADRUGADA,7_DOMINGO,CENTRO,CALLE 29 CARRERA 31,URBANA,TECNICO,3.5265,-76.30181,NO RESPETAR PRELACION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,CALI,PARTICULAR,NO APLICA,,
MUERTO,03/08/2020 12:00:00 AM,2020,1899-12-31T04:45:00.000,MADRUGADA,7_DOMINGO,CENTRO POBLADO,VIA PALMIRA TIENDA NUEVA PETAR,RURAL,TECNICO,3.56908,-76.22561,POR ESTABLECER,MOTOCICLISTA,CHOQUE OBJETO FIJO,NO APLICA,1,NO APLICA,NO APLICA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,03/08/2020 12:00:00 AM,2020,1899-12-31T22:40:00.000,NOCHE,7_DOMINGO,SAN PEDRO,CARRERA 19 CALLE 34,URBANA,TECNICO,3.53009,-76.29038,NO RESPETAR PRELACION,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA,,
HERIDOS,03/08/2020 12:00:00 AM,2020,1899-12-31T22:40:00.000,NOCHE,7_DOMINGO,SAN PEDRO,CARRERA 19 CALLE 34,URBANA,TECNICO,3.53009,-76.29038,NO RESPETAR PRELACION,MOTOCICLISTA,CHOQUE,1,NO APLICA,RAUL,NO APLICA,MOTO,SUZUKI,EL CERRITO,PARTICULAR,NO APLICA,,
DAÑOS,03/04/2020 12:00:00 AM,2020,1899-12-31T19:30:00.000,NOCHE,3_MIERCOLES,VERSALLE S,CALLE 42 CARRERA 28,URBANA,TECNICO,3.53819,-76.29713,UTILIZAR INDEVIDAMENTE EL CARRIL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,BUS,HYUNDAI,CALI,PUBLICO,NO APLICA,,
DAÑOS,03/04/2020 12:00:00 AM,2020,1899-12-31T19:30:00.000,NOCHE,3_MIERCOLES,VERSALLE S,CALLE 42 CARRERA 28,URBANA,TECNICO,3.53819,-76.29713,UTILIZAR INDEVIDAMENTE EL CARRIL,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PUERTO TEJADA,PARTICULAR,NO APLICA,,
DAÑOS,03/05/2020 12:00:00 AM,2020,1899-12-31T19:20:00.000,NOCHE,4_JUEVES,CHAPINERO SUR,CARRERA 32 CALLE 8,URBANA,TECNICO,3.50973,-76.30751,DESOBEDECER SEÑALES DE PARE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,BUS,HINO,EL CERRITO,PARTICULAR,NO APLICA,,
DAÑOS,03/05/2020 12:00:00 AM,2020,1899-12-31T19:20:00.000,NOCHE,4_JUEVES,CHAPINERO SUR,CARRERA 32 CALLE 8,URBANA,TECNICO,3.50973,-76.30751,DESOBEDECER SEÑALES DE PARE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,CALI,PARTICULAR,NO APLICA,,
HERIDOS,03/05/2020 12:00:00 AM,2020,1899-12-31T17:30:00.000,TARDE,4_JUEVES,JUAN PABLO,CARRERA 41 CACLLE 49,URBANA,TECNICO,3.54369,-76.31242,TRANSITAR EN CONTRAVIA,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,HONDA,GUACARI,PARTICULAR,NO APLICA,,
HERIDOS,03/05/2020 12:00:00 AM,2020,1899-12-31T17:30:00.000,TARDE,4_JUEVES,JUAN PABLO,CARRERA 41 CACLLE 49,URBANA,TECNICO,3.54369,-76.31242,TRANSITAR EN CONTRAVIA,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,YAMAHA,CALI,PARTICULAR,NO APLICA,,
HERIDOS,03/05/2020 12:00:00 AM,2020,1899-12-31T17:30:00.000,TARDE,4_JUEVES,JUAN PABLO,CARRERA 41 CACLLE 49,URBANA,TECNICO,3.54369,-76.31242,TRANSITAR EN CONTRAVIA,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,03/06/2020 12:00:00 AM,2020,1899-12-31T16:10:00.000,TARDE,1_LUNES,CENTRO,CALLE 32 CARRERA 26,URBANA,TECNICO,3.52844,-76.2969,DESOBEDECER SEÑALES DE PARE,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMA,NO APLICA,MOTO,KEEWAY,GUACARI,PARTICULAR,NO APLICA,,
HERIDOS,03/06/2020 12:00:00 AM,2020,1899-12-31T16:10:00.000,TARDE,1_LUNES,CENTRO,CALLE 32 CARRERA 26,URBANA,TECNICO,3.52844,-76.2969,DESOBEDECER SEÑALES DE PARE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,GUACARI,PARTICULAR,NO APLICA,,
DAÑOS,03/06/2020 12:00:00 AM,2020,1899-12-31T17:00:00.000,TARDE,5_VIERNES,SANTA ISABEL,CARRERA 34C CALLE 44-57,URBANA,TECNICO,3.54021,-76.30464,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,TRACTO CAMION,KENWORTH,ANDALUCIA,PARTICULAR,NO APLICA,,
DAÑOS,03/06/2020 12:00:00 AM,2020,1899-12-31T17:00:00.000,TARDE,5_VIERNES,SANTA ISABEL,CARRERA 34C CALLE 44-57,URBANA,TECNICO,3.54021,-76.30464,ARRANCAR SIN PRECAUCION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,BMW,CALI,PARTICULAR,NO APLICA,,
HERIDOS,03/07/2020 12:00:00 AM,2020,1899-12-31T07:00:00.000,MAÑANA,6_SABADO,DELICIAS,CARRERA 23 CALLE 27,URBANA,TECNICO,3.52386,-76.29506,DESOBEDECER SEÑALES DE PARE,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,BAJAJ,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,03/07/2020 12:00:00 AM,2020,1899-12-31T07:00:00.000,MAÑANA,6_SABADO,DELICIAS,CARRERA 23 CALLE 27,URBANA,TECNICO,3.52386,-76.29506,DESOBEDECER SEÑALES DE PARE,NO APLICA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,BAJAJ,GUACARI,PARTICULAR,NO APLICA,,
HERIDOS,03/07/2020 12:00:00 AM,2020,1899-12-31T07:00:00.000,MAÑANA,6_SABADO,DELICIAS,CARRERA 23 CALLE 27,URBANA,TECNICO,3.52386,-76.29506,DESOBEDECER SEÑALES DE PARE,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
HERIDOS,03/07/2020 12:00:00 AM,2020,1899-12-31T11:45:00.000,MAÑANA,6_SABADO,COLOMBINA,CALLE 28 CARRERA 20,URBANA,TECNICO,3.52358,-76.29251,CONDUCIR SIN MEDIDAS DE PRECAUCION,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA,,
HERIDOS,03/07/2020 12:00:00 AM,2020,1899-12-31T11:45:00.000,MAÑANA,6_SABADO,COLOMBINA,CALLE 28 CARRERA 20,URBANA,TECNICO,3.52358,-76.29251,CONDUCIR SIN MEDIDAS DE PRECAUCION,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,1,NO APLICA,FRACTURAS,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,,
DAÑOS,03/08/2020 12:00:00 AM,2020,1899-12-31T11:50:00.000,MAÑANA,7_DOMINGO,MIRRIÑAO,CALLE 54 CARRER 30,URBANA,TECNICO,3.54743,-76.29768,REALIZAR GIRO EN U,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PAMPLONA,PARTICULAR,NO APLICA,,
DAÑOS,03/08/2020 12:00:00 AM,2020,1899-12-31T11:50:00.000,MAÑANA,7_DOMINGO,MIRRIÑAO,CALLE 54 CARRER 30,URBANA,TECNICO,3.54743,-76.29768,REALIZAR GIRO EN U,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,KIA,PEREIRA,PARTICULAR,NO APLICA,,
DAÑOS,03/06/2020 12:00:00 AM,2020,1899-12-31T16:30:00.000,TARDE,5_VIERNES,VERSALLE S,CALLE 42 CARRERA 31-71,URBANA,TECNICO,3.53819,-76.30008,DISTRAERSE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,CALI,PARTICULAR,NO APLICA,,
DAÑOS,03/06/2020 12:00:00 AM,2020,1899-12-31T16:30:00.000,TARDE,5_VIERNES,VERSALLE S,CALLE 42 CARRERA 31-71,URBANA,TECNICO,3.53819,-76.30008,DISTRAERSE,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PARTICULAR,NO APLICA,,
HERIDOS,03/06/2020 12:00:00 AM,2020,1899-12-31T17:15:00.000,TARDE,5_VIERNES,CENTRO,CALLE 28 CARRERA 32,URBANA,TECNICO,3.52494,-76.30282,SEMAFORO EN ROJO,MOTOCICLISTA,CHOQUE,1,NO APLICA,PALMIRA,NO APLICA,MOTO,YAMAHA,GIRARDO,PARTICULAR,NO APLICA,,
HERIDOS,03/06/2020 12:00:00 AM,2020,1899-12-31T17:15:00.000,TARDE,5_VIERNES,CENTRO,CALLE 28 CARRERA 32,URBANA,TECNICO,3.52494,-76.30282,SEMAFORO EN ROJO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,HERO,FLORIDA,PARTICULAR,NO APLICA,,
DAÑOS,03/07/2020 12:00:00 AM,2020,1899-12-31T06:50:00.000,MAÑANA,6_SABADO,CENTRO,CALLE 31 CARRERA 30,URBANA,TECNICO,3.52814,-76.30052,SEMAFORO EN ROJO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,RENAULT,PALMIRA,PARTICULAR,NO APLICA,,
DAÑOS,03/07/2020 12:00:00 AM,2020,1899-12-31T06:50:00.000,MAÑANA,6_SABADO,CENTRO,CALLE 31 CARRERA 30,URBANA,TECNICO,3.52814,-76.30052,SEMAFORO EN ROJO,NO APLICA,CHOQUE,NO APLICA,NO APLICA,NO APLICA,NO APLICA,MOTO,VICTORY,PALMIRA,PARTICULAR,NO APLICA,,
